state,county,date,grocery/pharmacy,retail/recreation,transitstations,workplace
MU,Port Louis District,2020-03-03,6.944,6.354,9.248,4.617
MU,Port Louis District,2020-03-04,4.979,5.153,8.275,7.672
MU,Port Louis District,2020-03-05,2.884,2.703,4.3,3.415
MU,Port Louis District,2020-03-06,2.642,1.013,5.924,20.172
MU,Port Louis District,2020-03-07,2.806,-1.603,1.225,35.714
MU,Port Louis District,2020-03-08,8.681,-9.808,-5.787,1.145
MU,Port Louis District,2020-03-09,-5.697,-7.033,3.439,6.885
MU,Port Louis District,2020-03-10,-6.173,-8.857,-13.143,-12.696
MU,Port Louis District,2020-03-11,-2.681,-0.736,-10.709,-10.623
MU,Port Louis District,2020-03-12,-62.716,-60.193,-56.384,-72.291
MU,Port Louis District,2020-03-13,-35.854,-39.168,-29.127,-12.235
MU,Port Louis District,2020-03-14,-2.455,-14.423,-15.319,34.97
MU,Port Louis District,2020-03-15,12.626,-8.455,-11.574,3.434
MU,Port Louis District,2020-03-16,7.731,-7.603,5.405,7.483
MU,Port Louis District,2020-03-17,-11.574,-19.64,-22.391,-13.85
MU,Port Louis District,2020-03-18,-10.723,-10.49,-0.974,3.541
MU,Port Louis District,2020-03-19,8.29,-33.341,-30.103,-19.069
MU,Port Louis District,2020-03-20,-61.896,-90.323,-84.419,-75.728
MU,Port Louis District,2020-03-21,-66.989,-94.373,-85.784,-60.268
MU,Port Louis District,2020-03-22,-97.064,-95.712,-92.593,-68.681
MU,Port Louis District,2020-03-23,-85.449,-97.324,-94.831,-87.404
MU,Port Louis District,2020-03-24,-87.963,-98.39,-96.865,-91.182
MU,Port Louis District,2020-03-25,-100.72,-100.854,-98.812,-94.429
MU,Port Louis District,2020-03-26,-99.481,-97.453,-96.044,-92.498
MU,Port Louis District,2020-03-27,-97.373,-96.738,-94.293,-89.947
MU,Port Louis District,2020-03-28,-95.398,-95.62,-90.074,-75.893
MU,Port Louis District,2020-03-29,-92.33,-91.315,-90.112,-67.537
